year,month,day,title,links,year_gregorian,month_gregorian,day_gregorian,event_link,event_link_english,title_english,Politics,Social,Natural Disaster,Science,Art,Sports
1400,10,15,حادثه ۱۵ دی پرواز ۶۹۰۴ مشهد-اصفهان هواپیمایی کاسپین.,"[{'text': 'اصفهان', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': '۵ دی', 'url': 'https://fa.wikipedia.org/wiki/%DB%B5_%D8%AF%DB%8C'}]",2022,1,5,https://fa.wikipedia.org/wiki/%DB%B5_%D8%AF%DB%8C,<No English page found>,Mashhad-Isfahan Caspian Airlines.,,,,,,
1400,10,15,پایان مهلت پاسخگویی جمهوری اسلامی به ابهامات سرنگونی هواپیمای اوکراینی,"[{'text': 'جمهوری اسلامی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C'}]",2022,1,5,https://fa.wikipedia.org/wiki/%D8%AC%D9%85%D9%87%D9%88%D8%B1%DB%8C_%D8%A7%D8%B3%D9%84%D8%A7%D9%85%DB%8C,https://en.wikipedia.org/wiki/Islamic_republic,Islamic republic,,,,,,
1400,10,18,مرگ بکتاش آبتین نویسنده و شاعر زندانی,"[{'text': 'بکتاش آبتین', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%DA%A9%D8%AA%D8%A7%D8%B4_%D8%A2%D8%A8%D8%AA%DB%8C%D9%86'}]",2022,1,8,https://fa.wikipedia.org/wiki/%D8%A8%DA%A9%D8%AA%D8%A7%D8%B4_%D8%A2%D8%A8%D8%AA%DB%8C%D9%86,https://en.wikipedia.org/wiki/Baktash_Abtin,Baktash Abtin,,,,,,
1400,10,19,تجمع اعتراضی و سراسری کارکنان قوه قضائیه,[],2022,1,9,,,Judiciary and Judiciary Employees' Protest,,,,,,
1400,11,7,هک بهمن رادیو پیام,"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'رادیو پیام', 'url': 'https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%DB%8C%D9%88_%D9%BE%DB%8C%D8%A7%D9%85'}]",2022,1,27,https://fa.wikipedia.org/wiki/%D8%B1%D8%A7%D8%AF%DB%8C%D9%88_%D9%BE%DB%8C%D8%A7%D9%85,https://en.wikipedia.org/wiki/IRIB_Radio_Payam,IRIB Radio Payam,,,,,,
1400,11,7,رقابت ۷ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال عراق در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}]",2022,1,27,,,Iran's national football team competition with the Iraqi national football team in the World Cup qualifiers (Asia),,,,,,1.0
1400,11,12,رقابت ۱۲ بهمن تیم ملی فوتبال ایران با تیم ملی فوتبال امارات در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'بهمن', 'url': 'https://fa.wikipedia.org/wiki/%D8%A8%D9%87%D9%85%D9%86'}, {'text': '۲ بهمن', 'url': 'https://fa.wikipedia.org/wiki/%DB%B2_%D8%A8%D9%87%D9%85%D9%86'}]",2022,2,1,https://fa.wikipedia.org/wiki/%DB%B2_%D8%A8%D9%87%D9%85%D9%86,<No English page found>,Iran's national football team with the UAE national team in the World Cup qualifiers (Asia),,,,,,1.0
1400,11,14,انتشار فایل صوتی محرمانه فرماندهان سپاه از رادیو فردا,"[{'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فایل صوتی محرمانه فرماندهان سپاه', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%A7%DB%8C%D9%84_%D8%B5%D9%88%D8%AA%DB%8C_%D9%85%D8%AD%D8%B1%D9%85%D8%A7%D9%86%D9%87_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D8%AF%D9%87%D8%A7%D9%86_%D8%B3%D9%BE%D8%A7%D9%87'}]",2022,2,3,https://fa.wikipedia.org/wiki/%D9%81%D8%A7%DB%8C%D9%84_%D8%B5%D9%88%D8%AA%DB%8C_%D9%85%D8%AD%D8%B1%D9%85%D8%A7%D9%86%D9%87_%D9%81%D8%B1%D9%85%D8%A7%D9%86%D8%AF%D9%87%D8%A7%D9%86_%D8%B3%D9%BE%D8%A7%D9%87,<No English page found>,Release of Corps Commanders Confidential Audio File from Radio Farda,,,,,,
1400,12,0,رویدادهای نجومی,[],2022,2,20,,,Astronomical events,,,,,,
1400,12,0,تحویل فصل‌ها,"[{'text': 'فصل', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B5%D9%84'}]",2022,2,20,,,Seasons Delivery,,,,,,
1400,12,0,بنا بر این قانون، ساعت رسمی کشور «ایران» هر سال در ساعت ۲۴ روز اول (ساعت ۰۰:۰۰:۰۰ روز دوم) فروردین، یک ساعت به جلو کشیده می‌شود و در ساعت ۲۴ روز سی‌ام (ساعت ۰۰:۰۰:۰۰ روز سی‌ویکم) شهریور؛ به عقب کشیده شده، یعنی به حالت اوّل برگردانده می‌شود.,"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'سال', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%84'}]",2022,2,20,,,"According to this law, the official clock of ""Iran"" is drawn ahead of the first day (2:30 pm) April, and at 9 pm (at 9:50 pm) September; Red, that is, it is returned to the first.",1.0,,,,,
1400,12,0,ماه‌گرفتگی‌ها,"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'ماه\u200cگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}]",2022,2,20,,,Moonlights,,,,,,
1400,12,0,خورشیدگرفتگی‌ها,"[{'text': 'خورشیدگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}]",2022,2,20,,,Solar eclipses,,,,,,
1400,12,0,مقابله‌ها,"[{'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,2,20,,,Copies,,,,,,
1400,12,0,مقارنه‌ها,"[{'text': 'مقارنه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%B1%D9%86%D9%87'}]",2022,2,20,,,The ones,,,,,,
1400,12,0,کشیدگی‌های سیارات زهره و عطارد,"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}, {'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,2,20,,,Tangle,,,,,,
1400,12,2,سانحه جنگنده اف-۵ در تبریز,"[{'text': 'سانحه جنگنده اف-۵ در تبریز', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%AC%D9%86%DA%AF%D9%86%D8%AF%D9%87_%D8%A7%D9%81-%DB%B5_%D8%AF%D8%B1_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2'}]",2022,2,21,https://fa.wikipedia.org/wiki/%D8%B3%D8%A7%D9%86%D8%AD%D9%87_%D8%AC%D9%86%DA%AF%D9%86%D8%AF%D9%87_%D8%A7%D9%81-%DB%B5_%D8%AF%D8%B1_%D8%AA%D8%A8%D8%B1%DB%8C%D8%B2,<No English page found>,F-1 fighter crash in Tabriz,,,,,,
1400,12,3,حداکثر کشیدگی غربی (سحرگاهی) عطارد با جدایی ۱۸٫۴ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,2,22,,,Maximum Western Stretching (Dawn) Mercury with a separation of 1.5 degrees from the sun,,,,,,
1400,12,5,ماه‌گرفتگی کلی، غیرقابل رؤیت در ایران. این گرفتگی در شرق آسیا، استرالیا، اقیانوس آرام و آمریکا قابل مشاهده است.,"[{'text': 'اقیانوس آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'ماه\u200cگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}]",2022,2,24,https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85,https://en.wikipedia.org/wiki/Pacific_Ocean,Pacific Ocean,,,,,,
1400,12,5,آغاز کشیدگی شرقی (شامگاهی) زهره پس از مقارنه با خورشید,"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}, {'text': 'مقارنه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%B1%D9%86%D9%87'}]",2022,2,24,,,Start of Eastern Eastern Stretching Venus after coinciding with the sun,,,,,,
1400,12,6,مقابله سیاره کوتوله سرس,"[{'text': 'سرس', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%D8%B1%D8%B3'}, {'text': 'سیاره کوتوله', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D8%B1%D9%87_%DA%A9%D9%88%D8%AA%D9%88%D9%84%D9%87'}, {'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,2,25,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D8%B1%D9%87_%DA%A9%D9%88%D8%AA%D9%88%D9%84%D9%87,https://en.wikipedia.org/wiki/Dwarf_planet,Dwarf planet,,,,,,
1400,12,7,حداکثر کشیدگی شرقی (شامگاهی) زهره با جدایی ۴۷ درجه از خورشید,"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}]",2022,2,26,,,Maximum Eastern Stretching (Evening) Venus with a separation of 2 degrees from the sun,,,,,,
1400,12,8,زهره و عطارد (۲۵ دقیقه قوسی),"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}, {'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,2,27,,,Venus and Mercury (2 minutes arc),,,,,,
1400,12,10,ماه و مریخ (۵۶ دقیقه قوسی),"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}]",2022,3,1,,,Moon and Mars (1 minute arc),,,,,,
1400,12,11,مقابله سیاره زحل,"[{'text': 'زحل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D8%AD%D9%84'}, {'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,3,2,,,Coping the planet Saturn,,,,,,
1400,12,11,عطارد و زحل (۴۱ دقیقه قوسی),"[{'text': 'زحل', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D8%AD%D9%84'}, {'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,2,,,Mercury and Saturn (2 minutes arc),,,,,,
1400,12,12,ماه و مریخ (۴۱ دقیقه قوسی),"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}]",2022,3,3,,,Moon and Mars (1 minute arc),,,,,,
1400,12,13,خورشیدگرفتگی کلی، غیرقابل رؤیت در ایران. این گرفتگی در آفریقای جنوبی، جنوب اقیانوس اطلس، جنوبگان و بخشی از جنوب شرقی استرالیا قابل مشاهده است.,"[{'text': 'آفریقای جنوبی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%81%D8%B1%DB%8C%D9%82%D8%A7%DB%8C_%D8%AC%D9%86%D9%88%D8%A8%DB%8C'}, {'text': 'اقیانوس اطلس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A7%D8%B7%D9%84%D8%B3'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خورشیدگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}]",2022,3,4,https://fa.wikipedia.org/wiki/%D8%A2%D9%81%D8%B1%DB%8C%D9%82%D8%A7%DB%8C_%D8%AC%D9%86%D9%88%D8%A8%DB%8C,https://en.wikipedia.org/wiki/South_Africa,South Africa,,,,,,
1400,12,13,مقابله سیاره اورانوس,"[{'text': 'اورانوس', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%88%D8%B1%D8%A7%D9%86%D9%88%D8%B3'}, {'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,3,4,,,Coping of Uranus planet,,,,,,
1400,12,13,حداکثر کشیدگی غربی (سحرگاهی) عطارد با جدایی ۲۱٫۶ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,4,,,Maximum Western Stretching (Dawn) Mercury with a separation of 1.5 degrees from the sun,,,,,,
1400,12,14,ظهور یک دنباله‌دار,"[{'text': 'دنباله\u200cدار', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%D9%86%D8%A8%D8%A7%D9%84%D9%87%E2%80%8C%D8%AF%D8%A7%D8%B1'}]",2022,3,5,,,The emergence of a comet,,,,,,
1400,12,17,مقابله سیاره مریخ,"[{'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}, {'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,3,8,,,Mars Planet,,,,,,
1400,12,17,حداکثر کشیدگی شرقی (شامگاهی) عطارد با جدایی ۱۹٫۲ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,8,,,Maximum Eastern Stretching (Mercury) Mercury with a separation of 1.5 degrees from the sun,,,,,,
1400,12,20,خورشیدگرفتگی حلقوی، غیرقابل رؤیت در ایران. این گرفتگی در شمال آسیا، اروپا به جز جنوب آن و شمال آمریکای شمالی قابل مشاهده است.,"[{'text': 'آمریکای شمالی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%DB%8C_%D8%B4%D9%85%D8%A7%D9%84%DB%8C'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'خورشیدگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AE%D9%88%D8%B1%D8%B4%DB%8C%D8%AF%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}, {'text': 'شمال آسیا', 'url': 'https://fa.wikipedia.org/wiki/%D8%B4%D9%85%D8%A7%D9%84_%D8%A2%D8%B3%DB%8C%D8%A7'}]",2022,3,11,https://fa.wikipedia.org/wiki/%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7%DB%8C_%D8%B4%D9%85%D8%A7%D9%84%DB%8C,https://en.wikipedia.org/wiki/North_America,North America,,,,,,
1400,12,21,حملات راکتی ۲۰۲۲ اربیل,"[{'text': 'حملات راکتی ۲۰۲۲ اربیل', 'url': 'https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%B1%D8%A7%DA%A9%D8%AA%DB%8C_%DB%B2%DB%B0%DB%B2%DB%B2_%D8%A7%D8%B1%D8%A8%DB%8C%D9%84'}]",2022,3,12,https://fa.wikipedia.org/wiki/%D8%AD%D9%85%D9%84%D8%A7%D8%AA_%D8%B1%D8%A7%DA%A9%D8%AA%DB%8C_%DB%B2%DB%B0%DB%B2%DB%B2_%D8%A7%D8%B1%D8%A8%DB%8C%D9%84,https://en.wikipedia.org/wiki/2022_Erbil_missile_attacks,2022 Erbil missile attacks,,,,,,
1400,12,22,زهره و مریخ (۲۹ دقیقه قوسی),"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}, {'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}]",2022,3,13,,,Venus and Mars (1 minute arc),,,,,,
1400,12,23,حمله سایبری ۲۳ اسفند به وب‌سایت وزارت فرهنگ و ارشاد جمهوری اسلامی,"[{'text': 'اسفند', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}, {'text': '۳ اسفند', 'url': 'https://fa.wikipedia.org/wiki/%DB%B3_%D8%A7%D8%B3%D9%81%D9%86%D8%AF'}]",2022,3,14,https://fa.wikipedia.org/wiki/%DB%B3_%D8%A7%D8%B3%D9%81%D9%86%D8%AF,<No English page found>,Cyber ​​Attack on the Ministry of Culture and Guidance of the Islamic Republic,,1.0,,,,
1400,12,23,مقابله سیاره نپتون,"[{'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}, {'text': 'نپتون', 'url': 'https://fa.wikipedia.org/wiki/%D9%86%D9%BE%D8%AA%D9%88%D9%86'}]",2022,3,14,,,Neptune's planet,,,,,,
1400,12,23,ماه و زهره (۴۲ دقیقه قوسی),"[{'text': 'زهره', 'url': 'https://fa.wikipedia.org/wiki/%D8%B2%D9%87%D8%B1%D9%87'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}]",2022,3,14,,,Moon and Venus (1 minute arc),,,,,,
1400,12,23,حداکثر کشیدگی شرقی (شامگاهی) عطارد با جدایی ۲۶٫۸ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,14,,,Maximum Eastern Stretching (Evening) Mercury with a separation of 1.5 degrees from the sun,,,,,,
1400,12,27,مقابله سیاره کوتوله پلوتون,"[{'text': 'سیاره کوتوله', 'url': 'https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D8%B1%D9%87_%DA%A9%D9%88%D8%AA%D9%88%D9%84%D9%87'}, {'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}, {'text': 'پلوتون', 'url': 'https://fa.wikipedia.org/wiki/%D9%BE%D9%84%D9%88%D8%AA%D9%88%D9%86'}]",2022,3,18,https://fa.wikipedia.org/wiki/%D8%B3%DB%8C%D8%A7%D8%B1%D9%87_%DA%A9%D9%88%D8%AA%D9%88%D9%84%D9%87,https://en.wikipedia.org/wiki/Dwarf_planet,Dwarf planet,,,,,,
1400,12,27,حداکثر کشیدگی شرقی (شامگاهی) عطارد با جدایی ۲۲ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,18,,,Maximum Eastern Stretching (Mercury) Mercury with a separation of 2 degrees from the sun,,,,,,
1400,12,27,حداکثر کشیدگی غربی (سحرگاهی) عطارد با جدایی ۲۶٫۳ درجه از خورشید,"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}]",2022,3,18,,,Maximum Western Stretching (Dawn) Mercury with a separation of 1.5 degrees from the sun,,,,,,
1400,12,28,ماه‌گرفتگی جزئی، غیرقابل رؤیت در ایران. این گرفتگی در شرق آسیا، استرالیا، اقیانوس آرام، آمریکا و شمال اروپا قابل مشاهده است.,"[{'text': 'اقیانوس آرام', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85'}, {'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'ماه\u200cگرفتگی', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87%E2%80%8C%DA%AF%D8%B1%D9%81%D8%AA%DA%AF%DB%8C'}]",2022,3,19,https://fa.wikipedia.org/wiki/%D8%A7%D9%82%DB%8C%D8%A7%D9%86%D9%88%D8%B3_%D8%A2%D8%B1%D8%A7%D9%85,https://en.wikipedia.org/wiki/Pacific_Ocean,Pacific Ocean,,,,,,
1400,12,28,مقابله سیاره مشتری,"[{'text': 'مقابله', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D9%82%D8%A7%D8%A8%D9%84%D9%87_(%D8%A7%D8%AE%D8%AA%D8%B1%D8%B4%D9%86%D8%A7%D8%B3%DB%8C)'}]",2022,3,19,,,Customer Planet Coping,,,,,,
1400,12,28,ماه و مریخ (۷ دقیقه قوسی),"[{'text': 'ماه', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%A7%D9%87'}, {'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}]",2022,3,19,,,Moon and Mars (1 minute arc),,,,,,
1400,12,28,عطارد و مریخ (۴ دقیقه قوسی),"[{'text': 'عطارد', 'url': 'https://fa.wikipedia.org/wiki/%D8%B9%D8%B7%D8%A7%D8%B1%D8%AF'}, {'text': 'مریخ', 'url': 'https://fa.wikipedia.org/wiki/%D9%85%D8%B1%DB%8C%D8%AE'}]",2022,3,19,,,Mercury and Mars (2 minutes of arc),,,,,,
1400,12,29,ساعت ۱۸:۵۴ لحظه اعتدال بهاری,"[{'text': 'اعتدال بهاری', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D9%84_%D8%A8%D9%87%D8%A7%D8%B1%DB%8C'}]",2022,3,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D9%84_%D8%A8%D9%87%D8%A7%D8%B1%DB%8C,https://en.wikipedia.org/wiki/March_equinox,March equinox,,,,,,
1400,12,29,ساعت ۱۹:۱۰ لحظه انقلاب زمستانی,"[{'text': 'انقلاب زمستانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%B2%D9%85%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",2022,3,20,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%B2%D9%85%D8%B3%D8%AA%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Winter_solstice,Winter solstice,1.0,,,,,
1400,12,29,ساعت ۷:۵۱ لحظه انقلاب تابستانی,"[{'text': 'انقلاب تابستانی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C'}]",2022,3,20,https://fa.wikipedia.org/wiki/%D8%A7%D9%86%D9%82%D9%84%D8%A7%D8%A8_%D8%AA%D8%A7%D8%A8%D8%B3%D8%AA%D8%A7%D9%86%DB%8C,https://en.wikipedia.org/wiki/Summer_solstice,Summer solstice,1.0,,,,,
1400,12,29,ساعت ۲۳:۴۴ لحظه اعتدال پاییزی,"[{'text': 'اعتدال پاییزی', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D9%84_%D9%BE%D8%A7%DB%8C%DB%8C%D8%B2%DB%8C'}]",2022,3,20,https://fa.wikipedia.org/wiki/%D8%A7%D8%B9%D8%AA%D8%AF%D8%A7%D9%84_%D9%BE%D8%A7%DB%8C%DB%8C%D8%B2%DB%8C,https://en.wikipedia.org/wiki/September_equinox,September equinox,,,,,,
1401,1,9,رقابت ۹ فروردین تیم ملی فوتبال ایران با تیم ملی فوتبال لبنان در مرحله مقدماتی جام جهانی فوتبال ۲۰۲۲ (آسیا),"[{'text': 'ایران', 'url': 'https://fa.wikipedia.org/wiki/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86'}, {'text': 'دی', 'url': 'https://fa.wikipedia.org/wiki/%D8%AF%DB%8C'}, {'text': 'فروردین', 'url': 'https://fa.wikipedia.org/wiki/%D9%81%D8%B1%D9%88%D8%B1%D8%AF%DB%8C%D9%86'}]",2022,3,29,,,Iran's national football team with Lebanese national football team in the World Cup qualifiers (Asia),,,,,,1.0
